#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
AAX31547.1	putative_ABC_transporter_ATP-binding_protein	BGC0000336_c1	Daptomycin_biosynthetic_gene_cluster	31	26.5005662514	69	2.3e-11
CAA11515.1	colicin_V_exporter_protein	BGC0000584_c1	Colicin_V_biosynthetic_gene_cluster	30	22.536806342	69	3e-11
AAC67257.1	HexA	BGC0000734_c1	Capsular_polysaccharide_biosynthetic_gene_cluster	25	24.0090600227	69	3e-11
AAP03990.1	putative_microcin_L_transport_protein	BGC0000588_c1	Microcin_L_biosynthetic_gene_cluster	30	22.536806342	68	3.9e-11
AAC72259.1	LctT	BGC0000521_c1	Lacticin_481_biosynthetic_gene_cluster	27	25.4813137033	68	3.9e-11
EWS95129.1	heme_ABC_exporter,_ATP-binding_protein_CcmA	BGC0000306_c1	Arylomycin_biosynthetic_gene_cluster	29	22.8765571914	68	3.9e-11
AMR44284.1	ABC_transporter	BGC0001398_c11	Phomopsins_biosynthetic_gene_cluster	29	28.0860702152	68	5e-11
AAY93352.1	pyoverdine_ABC_transporter,_permease/ATP-binding_protein_PvdE	BGC0000413_c1	Pyoverdine_biosynthetic_gene_cluster	29	22.536806342	68	5e-11
CBJ79927.1	putative_transport_protein_(ABC_superfamily,_atp_bind)	BGC0001133_c1	Taxlllaid_biosynthetic_gene_cluster	26	25.1415628539	68	5e-11
NP_230428.1	ferric_vibriobactin_ABC_transporter_ATP-binding_protein	BGC0000945_c1	Vibriobactin_biosynthetic_gene_cluster	28	29.5583238958	67	6.6e-11
WP_020635024.1	multidrug_ABC_transporter_ATPase	BGC0001211_c1	Albachelin_biosynthetic_gene_cluster	27	24.0090600227	66	1.9e-10
AAY28215.1	unknown	BGC0000074_c1	Herbimycin_biosynthetic_gene_cluster	31	25.254813137	66	2.5e-10
EMC15128.1	ABC_transporter,_ATP-binding_and_permease_protein	BGC0000530_c1	Mutacin_B-Ny266_biosynthetic_gene_cluster	27	25.5945639864	65	3.3e-10
ANQ31721.1	ABC_transporter_ATPase	BGC0001395_c1	Teichomycin_biosynthetic_gene_cluster	27	23.2163080408	65	3.3e-10
AAD56148.1	MutT	BGC0000533_c1	Mutacin_III_biosynthetic_gene_cluster	26	24.1223103058	65	3.3e-10
BAC98761.2	NukT	BGC0000539_c1	Nukacin_ISK-1_biosynthetic_gene_cluster	25	25.7078142695	65	3.3e-10
AJV88390.1	MfnR	BGC0001214_c1	Marformycins_biosynthetic_gene_cluster	27	24.6885617214	65	3.3e-10
AAB92603.1	ScnT	BGC0000557_c1	Streptococcin_A-FF22_biosynthetic_gene_cluster	27	23.2163080408	65	4.3e-10
ACX68645.1	putative_ABC_transporter	BGC0000547_c1	Salivaricin_9_biosynthetic_gene_cluster	25	24.1223103058	65	4.3e-10
ACA51936.2	BovT	BGC0000498_c1	Bovicin_HJ50_biosynthetic_gene_cluster	27	22.3103057758	64	5.6e-10
AAF08240.1	CpxA	BGC0000736_c1	Capsular_polysaccharide_biosynthetic_gene_cluster	24	23.8958097395	64	5.6e-10
BAJ10687.1	hypothetical_bacteriocin_transporter	BGC0000561_c1	Thermophilin_1277_biosynthetic_gene_cluster	27	22.3103057758	64	5.6e-10
CAX48975.1	ABC-transporter	BGC0000519_c1	Labyrinthopeptin_A1,A3_/_labyrinthopeptin_A2_biosynthetic_gene	30	25.7078142695	64	9.5e-10
AIG62140.1	ABC_transporter	BGC0000120_c1	Patulin_biosynthetic_gene_cluster	26	23.2163080408	64	9.5e-10
AFS60105.1	PaenT	BGC0000540_c1	Paenibacillin_biosynthetic_gene_cluster	25	30.0113250283	63	1.6e-09
AHZ20760.1	ABC_transporter_transmembrane_domain/ATP-binding_domain_protein	BGC0000369_c1	Hassallidins_biosynthetic_gene_cluster	27	20.1585503964	62	2.8e-09
BAF50716.2	ABC-transporter_protein	BGC0001116_c1	Virginiamycin_biosynthetic_gene_cluster	26	25.254813137	61	8e-09
EFI65097.1	lantibiotic_transport_protein	BGC0001407_c1	Bicereucin_biosynthetic_gene_cluster	27	29.2185730464	60	1.4e-08
AEH59056.1	YvcC/ABC_transporter	BGC0000385_c1	Lysobactin_biosynthetic_gene_cluster	26	26.6138165345	59	1.8e-08
AAF67272.1	CexA	BGC0000735_c1	Capsular_polysaccharide_biosynthetic_gene_cluster	23	24.0090600227	59	1.8e-08
AJF34465.1	ABC_transporter	BGC0001207_c1	Teixobactin_biosynthetic_gene_cluster	27	35.107587769	57	6.8e-08
CAB53321.1	putative_ABC_transporter_transmembrane_protein	BGC0000325_c1	Coelichelin_biosynthetic_gene_cluster	27	24.9150622877	56	2e-07
ABC36682.1	ABC_transporter,_ATP-binding_protein	BGC0001120_c1	Burkholderic_acid_biosynthetic_gene_cluster	30	26.7270668177	56	2e-07
CAA07372.1	StrV	BGC0000690_c1	5'-hydroxystreptomycin_biosynthetic_gene_cluster	31	25.254813137	55	3.4e-07
KPN92955.1	NupD	BGC0001416_c1	Nunapeptin_/_nunamycin_biosynthetic_gene_cluster	28	23.2163080408	55	3.4e-07
AAN74822.1	Fum19p	BGC0000062_c1	Fumonisin_biosynthetic_gene_cluster	25	31.4835787089	54	7.5e-07
AEP18658.1	efflux_transporter	BGC0000461_c1	WAP-8294A2_(lotilibcin)_biosynthetic_gene_cluster	26	37.4858437146	53	1.3e-06
CAQ71835.1	ABC_transporter_ATP-binding_protein,_putative_ABC-type_siderophore_export_system	BGC0001189_c1	Taiwachelin_biosynthetic_gene_cluster	29	28.5390713477	53	1.7e-06
BAB78441.1		BGC0000555_c1	Staphylococcin_C55_alpha_/_staphylococcin_C55_beta_biosynthetic_gene	26	26.160815402	52	2.2e-06
AAK73498.1	AmphG	BGC0000015_c1	Amphotericin_biosynthetic_gene_cluster	27	26.2740656852	52	2.2e-06
CAF32376.1	putative_ABC_transporter,_ATP-binding_protein	BGC0000712_c1	Paromomycin_biosynthetic_gene_cluster	27	31.1438278596	50	8.3e-06
AAF71763.1	NysG	BGC0000115_c1	Nystatin_biosynthetic_gene_cluster	26	26.2740656852	50	8.3e-06
