#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
ctg1_orf000000		BGC0000900_c1	Ferrichrome_biosynthetic_gene_cluster	25	28.4869976359	114	2.3e-24
AKP45399.1	CysK	BGC0001413_c1	Cystobactamide_biosynthetic_gene_cluster	25	24.4286840032	113	3e-24
AGA37267.1	NRPS	BGC0000816_c1	Malbrancheamide_biosynthetic_gene_cluster	25	24.9408983452	112	6.7e-24
BAI63283.1	putative_non-ribosomal_peptide_synthetase	BGC0000434_c1	SW-163_biosynthetic_gene_cluster	25	27.0291568164	112	8.7e-24
AFK57214.1	DidC	BGC0000985_c1	Didemnin_biosynthetic_gene_cluster	23	35.1851851852	112	8.7e-24
BAN91483.1	putative_Aculeacin_A_nonribosomal_peptide_synthase	BGC0001220_c1	Aculeacin_A_biosynthetic_gene_cluster	24	24.7832939322	108	1.3e-22
XP_001227984.1	hypothetical_protein	BGC0001240_c1	Serinocyclin_A_/_serinocyclin_B_biosynthetic_gene_cluster	24	29.2356185973	108	1.3e-22
AEH41789.1	HrmK	BGC0000374_c1	Hormaomycin_biosynthetic_gene_cluster	26	23.2466509062	107	2.8e-22
AHY86403.1	non_ribosomal_peptide_synthetase	BGC0000329_c1	Corpeptin_biosynthetic_gene_cluster	27	21.5524034673	106	3.7e-22
CRG85572.1	nonribosomal_peptide_synthase,_putative	BGC0001402_c1	Cyclochlorotine_biosynthetic_gene_cluster	25	24.9802994484	106	4.8e-22
ACG60776.1	NRPS(AL/ACP/C/A/PCP/C/A)	BGC0001058_c1	Zorbamycin_biosynthetic_gene_cluster	29	20.4885736801	102	6.9e-21
CAO91861.1	putative_PKS-NRPS_protein	BGC0000968_c1	Chaetoglobosin_biosynthetic_gene_cluster	24	33.1363278172	99	4.5e-20
AFK57220.1	DidI	BGC0000985_c1	Didemnin_biosynthetic_gene_cluster	24	28.1717888101	97	2.2e-19
CCB53266.1	non-ribosomal_peptide_synthetase	BGC0001393_c1	Lugdunin_biosynthetic_gene_cluster	22	23.0102442868	97	2.9e-19
AGO86662.1	equisetin_synthetase	BGC0001255_c1	Equisetin_biosynthetic_gene_cluster	26	24.743892829	93	4.2e-18
ABO15844.1	amino_acid_adenyltransferase	BGC0000130_c1	Pyrrolomycin_biosynthetic_gene_cluster	25	22.1040189125	91	1.2e-17
AEA29644.1	putative_nonribosomal_peptide_synthetase_and_kinurenine_monooxygenase	BGC0000409_c1	Porothramycin_biosynthetic_gene_cluster	25	23.1678486998	85	1.1e-15
