#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Cutibacterium acnes HL046PA2","HL046PA2",20872,SAMN00189221 ,PRJNA49223,"Terrabacteria group","Actinobacteria",GCA_000144875.1 ,2.5096,60.1,-,ADYV01,59,2538,2372,2010/07/30,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/875/GCF_000144875.1_ASM14487v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/875/GCA_000144875.1_ASM14487v1
"Cutibacterium acnes HL110PA4","HL110PA4",20872,SAMN00189250 ,PRJNA49193,"Terrabacteria group","Actinobacteria",GCA_000144895.1 ,2.5127,60.1,-,ADYF01,56,2510,2281,2010/08/04,2018/06/16,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/895/GCF_000144895.1_ASM14489v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/895/GCA_000144895.1_ASM14489v1
"Cutibacterium acnes HL110PA3","HL110PA3",20872,SAMN00189249 ,PRJNA49191,"Terrabacteria group","Actinobacteria",GCA_000145055.1 ,2.49312,60,-,ADYG01,29,2486,2251,2010/08/04,2018/06/16,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/055/GCF_000145055.1_ASM14505v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/055/GCA_000145055.1_ASM14505v1
"Cutibacterium acnes HL056PA1","HL056PA1",20872,SAMN00189227 ,PRJNA49273,"Terrabacteria group","Actinobacteria",GCA_000145095.1 ,2.47365,60.1,-,ADYI01,32,2515,2375,2010/08/04,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/095/GCF_000145095.1_ASM14509v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/095/GCA_000145095.1_ASM14509v1
"Cutibacterium acnes HL030PA1","HL030PA1",20872,SAMN00189206 ,PRJNA49241,"Terrabacteria group","Actinobacteria",GCA_000145115.1 ,2.54335,60,-,ADYB01,18,2549,2386,2010/08/04,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/115/GCF_000145115.1_ASM14511v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/115/GCA_000145115.1_ASM14511v1
"Cutibacterium acnes HL087PA1","HL087PA1",20872,SAMN00189243 ,PRJNA49195,"Terrabacteria group","Actinobacteria",GCA_000145135.1 ,2.47486,60,-,ADXQ01,13,2493,2369,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/135/GCF_000145135.1_ASM14513v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/135/GCA_000145135.1_ASM14513v1
"Cutibacterium acnes HL083PA2","HL083PA2",20872,SAMN00189241 ,PRJNA49209,"Terrabacteria group","Actinobacteria",GCA_000145155.1 ,2.4779,60,-,ADXT01,14,2496,2356,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/155/GCF_000145155.1_ASM14515v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/155/GCA_000145155.1_ASM14515v1
"Cutibacterium acnes HL007PA1","HL007PA1",20872,SAMN00189198 ,PRJNA49271,"Terrabacteria group","Actinobacteria",GCA_000145175.1 ,2.53054,60.2,-,ADYJ01,25,2588,2439,2010/08/05,2018/06/16,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/175/GCF_000145175.1_ASM14517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/175/GCA_000145175.1_ASM14517v1
"Cutibacterium acnes HL043PA1","HL043PA1",20872,SAMN00189215 ,PRJNA49175,"Terrabacteria group","Actinobacteria",GCA_000145195.1 ,2.53345,60.2,-,ADXP01,28,2589,2445,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/195/GCF_000145195.1_ASM14519v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/195/GCA_000145195.1_ASM14519v1
"Cutibacterium acnes HL072PA2","HL072PA2",20872,SAMN00189235 ,PRJNA49181,"Terrabacteria group","Actinobacteria",GCA_000145335.1 ,2.52395,60.1,-,ADXR01,31,2559,2413,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/335/GCF_000145335.1_ASM14533v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/335/GCA_000145335.1_ASM14533v1
"Cutibacterium acnes HL060PA1","HL060PA1",20872,SAMN00189230 ,PRJNA49201,"Terrabacteria group","Actinobacteria",GCA_000145355.1 ,2.47629,60.1,-,ADYE01,14,2474,2262,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/355/GCF_000145355.1_ASM14535v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/355/GCA_000145355.1_ASM14535v1
"Cutibacterium acnes HL082PA1","HL082PA1",20872,SAMN00189238 ,PRJNA49275,"Terrabacteria group","Actinobacteria",GCA_000145375.1 ,2.5016,60.1,-,ADZJ01,17,2520,2380,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/375/GCF_000145375.1_ASM14537v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/375/GCA_000145375.1_ASM14537v1
"Cutibacterium acnes HL092PA1","HL092PA1",20872,SAMN00189246 ,PRJNA49205,"Terrabacteria group","Actinobacteria",GCA_000145435.1 ,2.50212,60.1,-,ADXU01,14,2519,2388,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/435/GCF_000145435.1_ASM14543v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/435/GCA_000145435.1_ASM14543v1
"Cutibacterium acnes HL027PA1","HL027PA1",20872,SAMN00189204 ,PRJNA49257,"Terrabacteria group","Actinobacteria",GCA_000145455.1 ,2.5216,60.1,-,ADXX01,55,2558,2399,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/455/GCF_000145455.1_ASM14545v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/455/GCA_000145455.1_ASM14545v1
"Cutibacterium acnes HL059PA2","HL059PA2",20872,SAMN00189229 ,PRJNA49217,"Terrabacteria group","Actinobacteria",GCA_000145475.1 ,2.47688,60,-,ADXS01,13,2494,2362,2010/08/06,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/475/GCF_000145475.1_ASM14547v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/475/GCA_000145475.1_ASM14547v1
"Cutibacterium acnes HL036PA3","HL036PA3",20872,SAMN00189210 ,PRJNA49251,"Terrabacteria group","Actinobacteria",GCA_000145495.1 ,2.4798,60,-,ADXY01,13,2496,2342,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/495/GCF_000145495.1_ASM14549v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/495/GCA_000145495.1_ASM14549v1
"Cutibacterium acnes HL030PA2","HL030PA2",20872,SAMN00189207 ,PRJNA49243,"Terrabacteria group","Actinobacteria",GCA_000145515.1 ,2.50547,60.1,-,ADXZ01,22,2526,2370,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/515/GCF_000145515.1_ASM14551v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/515/GCA_000145515.1_ASM14551v1
"Cutibacterium acnes HL078PA1","HL078PA1",20872,SAMN00189237 ,PRJNA49173,"Terrabacteria group","Actinobacteria",GCA_000145535.1 ,2.56696,60.1,-,ADZG01,44,2616,2442,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/535/GCF_000145535.1_ASM14553v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/535/GCA_000145535.1_ASM14553v1
"Cutibacterium acnes HL037PA1","HL037PA1",20872,SAMN00189211 ,PRJNA49279,"Terrabacteria group","Actinobacteria",GCA_000145555.1 ,2.47642,60.1,-,ADZI01,16,2505,2366,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/555/GCF_000145555.1_ASM14555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/555/GCA_000145555.1_ASM14555v1
"Cutibacterium acnes HL013PA1","HL013PA1",20872,SAMN00189199 ,PRJNA49169,"Terrabacteria group","Actinobacteria",GCA_000145575.1 ,2.47808,60,-,ADZH01,12,2497,2360,2010/08/05,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/575/GCF_000145575.1_ASM14557v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/575/GCA_000145575.1_ASM14557v1
"Cutibacterium acnes HL087PA2","HL087PA2",20872,SAMN00189244 ,PRJNA49197,"Terrabacteria group","Actinobacteria",GCA_000147145.1 ,2.47444,60,-,ADYX01,16,2497,2371,2010/07/30,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/145/GCF_000147145.1_ASM14714v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/145/GCA_000147145.1_ASM14714v1
"Cutibacterium acnes HL096PA3","HL096PA3",20872,SAMN02299430 ,PRJNA40729,"Terrabacteria group","Actinobacteria",GCA_000194825.1 ,2.5561,60,-,ADWB01,24,2610,2471,2011/03/31,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/825/GCF_000194825.1_ASM19482v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/825/GCA_000194825.1_ASM19482v1
"Cutibacterium acnes HL096PA2","HL096PA2",20872,SAMN02299429 ,PRJNA40727,"Terrabacteria group","Actinobacteria",GCA_000194845.1 ,2.56043,60.1,-,ADWC01,19,2626,2481,2011/03/31,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/845/GCF_000194845.1_ASM19484v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/845/GCA_000194845.1_ASM19484v1
"Cutibacterium acnes HL103PA1","HL103PA1",20872,SAMN02299428 ,PRJNA40721,"Terrabacteria group","Actinobacteria",GCA_000194865.1 ,2.47684,60.1,-,ADWF01,9,2476,2268,2011/03/31,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/865/GCF_000194865.1_ASM19486v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/865/GCA_000194865.1_ASM19486v1
"Cutibacterium acnes HL097PA1","HL097PA1",20872,SAMN02299426 ,PRJNA40715,"Terrabacteria group","Actinobacteria",GCA_000194905.1 ,2.52058,60.2,-,ADWI01,11,2527,2341,2011/03/31,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/905/GCF_000194905.1_ASM19490v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/905/GCA_000194905.1_ASM19490v1
"Cutibacterium acnes HL099PA1","HL099PA1",20872,SAMN02299427 ,PRJNA40717,"Terrabacteria group","Actinobacteria",GCA_000203995.1 ,2.57988,60.1,-,ADWH01,45,2653,2463,2011/04/12,2018/06/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/995/GCF_000203995.1_ASM20399v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/995/GCA_000203995.1_ASM20399v1
"Cutibacterium acnes J139","J139",20872,SAMN00015387 ,PRJNA40679,"Terrabacteria group","Actinobacteria",GCA_000177395.1 ,2.48196,60,-,ADFS01,7,2480,2257,2009/12/30,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/395/GCF_000177395.1_ASM17739v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/395/GCA_000177395.1_ASM17739v1
"Cutibacterium acnes J165","J165",20872,SAMN00031757 ,PRJNA40681,"Terrabacteria group","Actinobacteria",GCA_000178055.1 ,2.50008,60,-,ADJL01,62,2535,2360,2010/02/18,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/055/GCF_000178055.1_ASM17805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/055/GCA_000178055.1_ASM17805v1
"Cutibacterium acnes SK187","SK187",20872,SAMN00031756 ,PRJNA41555,"Terrabacteria group","Actinobacteria",GCA_000178075.1 ,2.51093,59.9,-,ADJM01,37,2508,2350,2010/02/18,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/075/GCF_000178075.1_ASM17807v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/075/GCA_000178075.1_ASM17807v1
"Cutibacterium acnes SK182","SK182",20872,SAMN00015391 ,PRJNA40675,"Terrabacteria group","Actinobacteria",GCA_000221125.2 ,2.47735,60.1,-,AFUM01,14,2513,2360,2011/07/21,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/125/GCF_000221125.1_ASM22112v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/125/GCA_000221125.2_ASM22112v2
"Cutibacterium acnes PRP-38","PRP-38",20872,SAMN02469319 ,PRJNA81741,"Terrabacteria group","Actinobacteria",GCA_000252385.2 ,2.50743,60.2,-,AIJP01,12,2509,2310,2012/03/09,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/252/385/GCF_000252385.1_ASM25238v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/252/385/GCA_000252385.2_ASM25238v2
"Cutibacterium acnes FZ1/2/0","FZ1/2/0",20872,SAMN02469317 ,PRJNA184922,"Terrabacteria group","Actinobacteria",GCA_000342585.1 ,2.47753,60,-,AOGR01,25,2505,2339,2013/03/01,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/585/GCF_000342585.1_PropiAcnFZ1_2_0_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/585/GCA_000342585.1_PropiAcnFZ1_2_0_1.0
"Cutibacterium acnes DSM 1897","DSM 1897",20872,SAMN02440711 ,PRJNA169817,"Terrabacteria group","Actinobacteria",GCA_000472405.1 ,2.47899,60.1,-,AWZZ01,10,2501,2356,2013/09/30,2018/03/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/405/GCF_000472405.1_ASM47240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/405/GCA_000472405.1_ASM47240v1
"Cutibacterium acnes HL042PA3","HL042PA3",20872,SAMN02471689 ,PRJNA173664,"Terrabacteria group","Actinobacteria",GCA_000488875.1 ,2.48246,60,-,AXZT01,12,2478,2269,2013/10/29,2018/06/15,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/875/GCF_000488875.1_P._acnes_HL042PA3_version_1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/488/875/GCA_000488875.1_P._acnes_HL042PA3_version_1.0
"Cutibacterium acnes PA2","PA2",20872,SAMN02469302 ,PRJNA188766,"Terrabacteria group","Actinobacteria",GCA_000496895.1 ,2.52626,60,-,APCV01,138,2572,2362,2013/11/14,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/895/GCF_000496895.1_PA2_assembly2012,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/895/GCA_000496895.1_PA2_assembly2012
"Cutibacterium acnes P6","P6",20872,SAMN02469301 ,PRJNA188768,"Terrabacteria group","Actinobacteria",GCA_000496915.1 ,2.53552,60,-,ARZZ01,32,2550,2391,2013/11/14,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/915/GCF_000496915.1_P6_assembly2012,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/915/GCA_000496915.1_P6_assembly2012
"Cutibacterium acnes","HL411PA1",20872,SAMN02782304 ,PRJNA247997,"Terrabacteria group","Actinobacteria",GCA_000730465.1 ,2.49795,60,-,JNHT01,55,2520,2363,2014/07/17,2017/04/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/465/GCF_000730465.1_ASM73046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/465/GCA_000730465.1_ASM73046v1
"Cutibacterium acnes","ATCC 6919",20872,SAMN02782297 ,PRJNA247994,"Terrabacteria group","Actinobacteria",GCA_000730485.1 ,2.60222,60.2,-,JNHS01,260,2651,2399,2014/07/17,2017/04/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/485/GCF_000730485.1_ASM73048v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/485/GCA_000730485.1_ASM73048v1
"Cutibacterium acnes HL202PA1","HL202PA1",20872,SAMN02943196 ,PRJNA183892,"Terrabacteria group","Actinobacteria",GCA_000735055.1 ,2.48242,60.1,-,AODB01,44,2485,2266,2014/07/28,2018/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/055/GCF_000735055.1_PacnesHL202PA1v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/735/055/GCA_000735055.1_PacnesHL202PA1v1.0
"Cutibacterium acnes","50.1.L1",20872,SAMN05207570 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660115.1 ,2.4614,60,-,LYYA01,96,2510,2334,2016/06/08,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/115/GCF_001660115.1_ASM166011v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/115/GCA_001660115.1_ASM166011v1
"Cutibacterium acnes","51.1.L1",20872,SAMN05185370 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660855.1 ,2.47076,60,-,LZCJ01,63,2508,2362,2016/06/10,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/855/GCF_001660855.1_ASM166085v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/855/GCA_001660855.1_ASM166085v1
"Cutibacterium acnes","49.1.L1",20872,SAMN05185374 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660885.1 ,2.45679,60,-,LZCK01,189,2528,2324,2016/06/10,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/885/GCF_001660885.1_ASM166088v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/885/GCA_001660885.1_ASM166088v1
"Cutibacterium acnes","32.1.L2",20872,SAMN05185383 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660935.1 ,2.46122,60,-,LZCM01,175,2532,2326,2016/06/10,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/935/GCF_001660935.1_ASM166093v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/935/GCA_001660935.1_ASM166093v1
"Cutibacterium acnes","46.1.L1",20872,SAMN05185386 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001660945.1 ,2.45968,60,-,LZCN01,185,2529,2318,2016/06/10,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/660/945/GCF_001660945.1_ASM166094v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/945/GCA_001660945.1_ASM166094v1
"Cutibacterium acnes","37.1.L1",20872,SAMN05185389 ,PRJNA323688,"Terrabacteria group","Actinobacteria",GCA_001661015.1 ,2.46677,60,-,LZCQ01,132,2519,2345,2016/06/10,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/015/GCF_001661015.1_ASM166101v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/015/GCA_001661015.1_ASM166101v1
"Cutibacterium acnes","NTS_2003_1719",20872,SAMN05361919 ,PRJNA327922,"Terrabacteria group","Actinobacteria",GCA_001750525.1 ,2.53589,60.1,-,MAVU01,19,2551,2404,2016/10/03,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/525/GCF_001750525.1_ASM175052v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/525/GCA_001750525.1_ASM175052v1
"Cutibacterium acnes","LRY_BL",20872,SAMN05360247 ,PRJNA327856,"Terrabacteria group","Actinobacteria",GCA_001750535.1 ,2.53463,60,-,MAUX01,32,2559,2413,2016/10/03,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/535/GCF_001750535.1_ASM175053v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/535/GCA_001750535.1_ASM175053v1
"Cutibacterium acnes","NTS_2004_10708",20872,SAMN05360246 ,PRJNA327854,"Terrabacteria group","Actinobacteria",GCA_001750545.1 ,2.47833,60.1,-,MAUW01,16,2500,2371,2016/10/03,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/545/GCF_001750545.1_ASM175054v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/545/GCA_001750545.1_ASM175054v1
"Cutibacterium acnes","HB",20872,SAMN05567826 ,PRJNA338743,"Terrabacteria group","Actinobacteria",GCA_001750605.1 ,2.4801,60,-,MDGS01,21,2506,2371,2016/10/03,2017/04/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/605/GCF_001750605.1_ASM175060v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/605/GCA_001750605.1_ASM175060v1
"Cutibacterium acnes","09-23",20872,SAMN04158332 ,PRJNA298302,"Terrabacteria group","Actinobacteria",GCA_002556485.1 ,2.47606,60.1,-,LKVC01,12,2471,2253,2017/10/16,2017/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/556/485/GCF_002556485.1_ASM255648v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/556/485/GCA_002556485.1_ASM255648v1
"Cutibacterium acnes subsp. defendens","09-323",20872,SAMN06319186 ,PRJNA373953,"Terrabacteria group","Actinobacteria",GCA_002572555.1 ,2.53753,60.0612,plasmid p09_323:NZ_CM008360.1/CM008360.1,MVCB01,11,2541,2318,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/555/GCF_002572555.1_ASM257255v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/555/GCA_002572555.1_ASM257255v1
"Cutibacterium acnes subsp. acnes","12-89",20872,SAMN06319219 ,PRJNA373957,"Terrabacteria group","Actinobacteria",GCA_002572575.1 ,2.48028,60,-,MVCC01,9,2496,2357,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/575/GCF_002572575.1_ASM257257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/575/GCA_002572575.1_ASM257257v1
"Cutibacterium acnes subsp. defendens","10-482",20872,SAMN06319221 ,PRJNA373959,"Terrabacteria group","Actinobacteria",GCA_002572585.1 ,2.54189,60.0387,plasmid p10_482:NZ_CM008361.1/CM008361.1,MVCD01,12,2548,2324,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/585/GCF_002572585.1_ASM257258v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/585/GCA_002572585.1_ASM257258v1
"Cutibacterium acnes","11-78",20872,SAMN06319222 ,PRJNA373960,"Terrabacteria group","Actinobacteria",GCA_002572615.1 ,2.52841,60.0513,plasmid p11_78:NZ_CM008362.1/CM008362.1,MVCE01,15,2565,2425,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/615/GCF_002572615.1_ASM257261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/615/GCA_002572615.1_ASM257261v1
"Cutibacterium acnes subsp. acnes","11-88",20872,SAMN06319223 ,PRJNA373961,"Terrabacteria group","Actinobacteria",GCA_002572625.1 ,2.54541,60,-,MVCF01,14,2553,2396,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/625/GCF_002572625.1_ASM257262v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/625/GCA_002572625.1_ASM257262v1
"Cutibacterium acnes subsp. acnes","11-90",20872,SAMN06319224 ,PRJNA373962,"Terrabacteria group","Actinobacteria",GCA_002572655.1 ,2.59778,60.0493,plasmid p11_90:NZ_CM008363.1/CM008363.1,MVCG01,15,2617,2461,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/655/GCF_002572655.1_ASM257265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/655/GCA_002572655.1_ASM257265v1
"Cutibacterium acnes subsp. defendens","10-43",20872,SAMN06319225 ,PRJNA373963,"Terrabacteria group","Actinobacteria",GCA_002572665.1 ,2.56544,60.059,plasmid p10_43:NZ_CM008364.1/CM008364.1,MVCH01,79,2611,2340,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/665/GCF_002572665.1_ASM257266v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/665/GCA_002572665.1_ASM257266v1
"Cutibacterium acnes","09-263",20872,SAMN06319228 ,PRJNA373966,"Terrabacteria group","Actinobacteria",GCA_002572695.1 ,2.4846,60,-,MVCJ01,14,2507,2369,2017/10/17,2017/10/19,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/695/GCF_002572695.1_ASM257269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/695/GCA_002572695.1_ASM257269v1
"Cutibacterium acnes subsp. defendens","09-109",20872,SAMN06319227 ,PRJNA373965,"Terrabacteria group","Actinobacteria",GCA_002572705.1 ,2.5384,60.1611,plasmid p09_109:NZ_CM008365.1/CM008365.1,MVCI01,11,2549,2334,2017/10/17,2017/10/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/572/705/GCF_002572705.1_ASM257270v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/572/705/GCA_002572705.1_ASM257270v1
