#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Staphylococcus epidermidis NIHLM001","NIHLM001",19993,SAMN00993289 ,PRJNA62387,"Terrabacteria group","Firmicutes",GCA_000276145.1 ,2.61586,31.9,-,AKHC01,87,2618,2374,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/145/GCF_000276145.1_ASM27614v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/145/GCA_000276145.1_ASM27614v1
"Staphylococcus epidermidis NIHLM003","NIHLM003",19993,SAMN00993288 ,PRJNA62385,"Terrabacteria group","Firmicutes",GCA_000276165.1 ,2.5973,32,-,AKHB01,72,2620,2442,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/165/GCF_000276165.1_ASM27616v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/165/GCA_000276165.1_ASM27616v1
"Staphylococcus epidermidis NIHLM008","NIHLM008",19993,SAMN00993290 ,PRJNA62383,"Terrabacteria group","Firmicutes",GCA_000276185.1 ,2.44954,32,-,AKHA01,45,2395,2227,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/185/GCF_000276185.1_ASM27618v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/185/GCA_000276185.1_ASM27618v1
"Staphylococcus epidermidis NIHLM015","NIHLM015",19993,SAMN00993292 ,PRJNA62381,"Terrabacteria group","Firmicutes",GCA_000276205.1 ,2.44636,32.1,-,AKGZ01,43,2402,2244,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/205/GCF_000276205.1_ASM27620v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/205/GCA_000276205.1_ASM27620v1
"Staphylococcus epidermidis NIHLM018","NIHLM018",19993,SAMN00993287 ,PRJNA62379,"Terrabacteria group","Firmicutes",GCA_000276225.1 ,2.47774,32,-,AKGY01,64,2489,2294,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/225/GCF_000276225.1_ASM27622v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/225/GCA_000276225.1_ASM27622v1
"Staphylococcus epidermidis NIHLM031","NIHLM031",19993,SAMN00993286 ,PRJNA62377,"Terrabacteria group","Firmicutes",GCA_000276245.1 ,2.53393,32,-,AKGX01,64,2521,2278,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/245/GCF_000276245.1_ASM27624v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/245/GCA_000276245.1_ASM27624v1
"Staphylococcus epidermidis NIHLM020","NIHLM020",19993,SAMN00993291 ,PRJNA62375,"Terrabacteria group","Firmicutes",GCA_000276265.1 ,2.37686,32.1,-,AKGW01,64,2346,2123,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/265/GCF_000276265.1_ASM27626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/265/GCA_000276265.1_ASM27626v1
"Staphylococcus epidermidis NIHLM021","NIHLM021",19993,SAMN00993238 ,PRJNA62373,"Terrabacteria group","Firmicutes",GCA_000276285.1 ,2.49532,32.1,-,AKGV01,72,2499,2284,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/285/GCF_000276285.1_ASM27628v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/285/GCA_000276285.1_ASM27628v1
"Staphylococcus epidermidis NIHLM023","NIHLM023",19993,SAMN00993233 ,PRJNA62371,"Terrabacteria group","Firmicutes",GCA_000276305.1 ,2.54244,32,-,AKGU01,87,2504,2311,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/305/GCF_000276305.1_ASM27630v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/305/GCA_000276305.1_ASM27630v1
"Staphylococcus epidermidis NIHLM037","NIHLM037",19993,SAMN00993246 ,PRJNA62369,"Terrabacteria group","Firmicutes",GCA_000276325.1 ,2.46936,32.1,-,AKGT01,68,2428,2229,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/325/GCF_000276325.1_ASM27632v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/325/GCA_000276325.1_ASM27632v1
"Staphylococcus epidermidis NIHLM039","NIHLM039",19993,SAMN00993248 ,PRJNA62365,"Terrabacteria group","Firmicutes",GCA_000276345.1 ,2.52373,31.9,-,AKGS01,66,2521,2312,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/345/GCF_000276345.1_ASM27634v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/345/GCA_000276345.1_ASM27634v1
"Staphylococcus epidermidis NIHLM040","NIHLM040",19993,SAMN00993236 ,PRJNA62363,"Terrabacteria group","Firmicutes",GCA_000276365.1 ,2.5578,31.9,-,AKGR01,62,2536,2301,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/365/GCF_000276365.1_ASM27636v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/365/GCA_000276365.1_ASM27636v1
"Staphylococcus epidermidis NIHLM049","NIHLM049",19993,SAMN00993261 ,PRJNA62361,"Terrabacteria group","Firmicutes",GCA_000276385.1 ,2.47997,32.1,-,AKGQ01,56,2454,2309,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/385/GCF_000276385.1_ASM27638v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/385/GCA_000276385.1_ASM27638v1
"Staphylococcus epidermidis NIHLM057","NIHLM057",19993,SAMN00993232 ,PRJNA62357,"Terrabacteria group","Firmicutes",GCA_000276425.1 ,2.54435,32.1,-,AKGO01,104,2567,2332,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/425/GCF_000276425.1_ASM27642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/425/GCA_000276425.1_ASM27642v1
"Staphylococcus epidermidis NIHLM061","NIHLM061",19993,SAMN00993260 ,PRJNA62355,"Terrabacteria group","Firmicutes",GCA_000276445.1 ,2.58609,32,-,AKGN01,61,2552,2383,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/445/GCF_000276445.1_ASM27644v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/445/GCA_000276445.1_ASM27644v1
"Staphylococcus epidermidis NIHLM067","NIHLM067",19993,SAMN00993237 ,PRJNA62353,"Terrabacteria group","Firmicutes",GCA_000276465.1 ,2.39904,32.1,-,AKGM01,51,2395,2201,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/465/GCF_000276465.1_ASM27646v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/465/GCA_000276465.1_ASM27646v1
"Staphylococcus epidermidis NIHLM087","NIHLM087",19993,SAMN00991849 ,PRJNA62349,"Terrabacteria group","Firmicutes",GCA_000276505.1 ,2.48999,32.1,-,AKGK01,72,2485,2314,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/505/GCF_000276505.1_ASM27650v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/505/GCA_000276505.1_ASM27650v1
"Staphylococcus epidermidis NIHLM095","NIHLM095",19993,SAMN00991838 ,PRJNA62345,"Terrabacteria group","Firmicutes",GCA_000276545.1 ,2.47615,32.1,-,AKGI01,39,2463,2253,2012/07/09,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/545/GCF_000276545.1_ASM27654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/276/545/GCA_000276545.1_ASM27654v1
"Staphylococcus epidermidis AU12-03","AU12-03",19993,SAMN01103171 ,PRJNA171207,"Terrabacteria group","Firmicutes",GCA_000308395.1 ,2.40662,32,-,AMCS01,50,2378,2217,2012/09/24,2017/11/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/395/GCF_000308395.1_ASM30839v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/308/395/GCA_000308395.1_ASM30839v1
"Staphylococcus epidermidis UC7032","UC7032",19993,SAMN02471389 ,PRJNA198773,"Terrabacteria group","Firmicutes",GCA_000410915.1 ,2.49199,32,-,ARWU01,119,2418,2274,2013/06/13,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/410/915/GCF_000410915.1_1st_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/915/GCA_000410915.1_1st_assembly
"Staphylococcus epidermidis APO27","APO27",19993,SAMN02470520 ,PRJNA207985,"Terrabacteria group","Firmicutes",GCA_000417945.2 ,2.57696,31.9,-,ATCU02,246,2572,2383,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/945/GCF_000417945.2_APO27_v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/945/GCA_000417945.2_APO27_v2
"Staphylococcus epidermidis APO35","APO35",19993,SAMN02470527 ,PRJNA207986,"Terrabacteria group","Firmicutes",GCA_000417965.2 ,2.55699,31.8,-,ATCV02,263,2512,2361,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/965/GCF_000417965.2_APO35.v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/965/GCA_000417965.2_APO35.v2
"Staphylococcus epidermidis CIM40","CIM40",19993,SAMN02470515 ,PRJNA207987,"Terrabacteria group","Firmicutes",GCA_000417985.2 ,2.58315,31.9,-,ATCW02,148,2567,2386,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/985/GCF_000417985.2_CIM40_v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/985/GCA_000417985.2_CIM40_v2
"Staphylococcus epidermidis MC28","MC28",19993,SAMN02470526 ,PRJNA207991,"Terrabacteria group","Firmicutes",GCA_000418005.2 ,2.55921,31.8,-,ATCZ02,381,2540,2357,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/005/GCF_000418005.2_MC28_v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/005/GCA_000418005.2_MC28_v2
"Staphylococcus epidermidis CIM37","CIM37",19993,SAMN02470522 ,PRJNA207996,"Terrabacteria group","Firmicutes",GCA_000418105.2 ,2.57517,31.9,-,ATDE02,277,2538,2393,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/105/GCF_000418105.2_CIM37_v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/105/GCA_000418105.2_CIM37_v2
"Staphylococcus epidermidis MC16","MC16",19993,SAMN02470521 ,PRJNA207989,"Terrabacteria group","Firmicutes",GCA_000418185.2 ,2.54246,31.8,-,ATCX02,246,2493,2355,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/185/GCF_000418185.2_MC16_v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/185/GCA_000418185.2_MC16_v2
"Staphylococcus epidermidis MC19","MC19",19993,SAMN02470516 ,PRJNA207990,"Terrabacteria group","Firmicutes",GCA_000418205.2 ,2.56434,31.8,-,ATCY02,219,2517,2358,2013/07/02,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/205/GCF_000418205.2_MC19_v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/205/GCA_000418205.2_MC19_v2
"Staphylococcus epidermidis E13A","E13A",19993,SAMN02436406 ,PRJNA156777,"Terrabacteria group","Firmicutes",GCA_000443975.1 ,2.40884,32,-,AURC01,56,2399,2284,2013/08/05,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/443/975/GCF_000443975.1_StaphepE13Av01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/443/975/GCA_000443975.1_StaphepE13Av01
"Staphylococcus epidermidis VCU014","VCU014",19993,SAMN00116879 ,PRJNA53715,"Terrabacteria group","Firmicutes",GCA_000626815.1 ,2.51066,32.1,-,JHQB01,77,2500,2361,2014/04/11,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/815/GCF_000626815.1_gsevcu014v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/815/GCA_000626815.1_gsevcu014v01
"Staphylococcus epidermidis VCU050","VCU050",19993,SAMN00116878 ,PRJNA53727,"Terrabacteria group","Firmicutes",GCA_000627055.1 ,2.40091,32.1,-,JHQC01,43,2393,2210,2014/04/11,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/627/055/GCF_000627055.1_gsevcu050v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/627/055/GCA_000627055.1_gsevcu050v01
"Staphylococcus epidermidis","ET-024",19993,SAMN02688504 ,PRJNA241149,"Terrabacteria group","Firmicutes",GCA_000685135.1 ,2.35374,32.3,-,JGVL01,102,2316,2159,2014/05/06,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/135/GCF_000685135.1_S._epi_ET-024,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/135/GCA_000685135.1_S._epi_ET-024
"Staphylococcus epidermidis VCU111","VCU111",19993,SAMN00117446 ,PRJNA53745,"Terrabacteria group","Firmicutes",GCA_000697805.1 ,2.48709,32,-,JHUB01,73,2495,2353,2014/06/03,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/805/GCF_000697805.1_gsevcu111v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/805/GCA_000697805.1_gsevcu111v01
"Staphylococcus epidermidis VCU013","VCU013",19993,SAMN00117453 ,PRJNA53713,"Terrabacteria group","Firmicutes",GCA_000697825.1 ,2.60729,32.1,-,JHTZ01,144,2611,2435,2014/06/03,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/825/GCF_000697825.1_gsevcu013v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/825/GCA_000697825.1_gsevcu013v01
"Staphylococcus epidermidis VCU036","VCU036",19993,SAMN00138235 ,PRJNA53719,"Terrabacteria group","Firmicutes",GCA_000697905.1 ,2.42538,32,-,JHUA01,68,2373,2258,2014/06/03,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/905/GCF_000697905.1_gsevcu036v01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/905/GCA_000697905.1_gsevcu036v01
"Staphylococcus epidermidis AG42","AG42",19993,SAMN02841207 ,PRJNA237256,"Terrabacteria group","Firmicutes",GCA_000703025.1 ,2.56773,32.1,-,JNLI01,9,2548,2333,2014/06/11,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/025/GCF_000703025.1_ASM70302v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/025/GCA_000703025.1_ASM70302v1
"Staphylococcus epidermidis","8400",19993,SAMN02640611 ,PRJNA238030,"Terrabacteria group","Firmicutes",GCA_000705035.1 ,2.39319,32,-,JMIF01,45,2356,2214,2014/06/12,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/035/GCF_000705035.1_SE8400,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/035/GCA_000705035.1_SE8400
"Staphylococcus epidermidis","1057",19993,SAMN02640610 ,PRJNA238030,"Terrabacteria group","Firmicutes",GCA_000705055.1 ,2.49873,32,-,JMIE01,71,2490,2325,2014/06/12,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/055/GCF_000705055.1_SE1057,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/055/GCA_000705055.1_SE1057
"Staphylococcus epidermidis","1457",19993,SAMN02640609 ,PRJNA238030,"Terrabacteria group","Firmicutes",GCA_000705075.1 ,2.4175,32.1,-,JMID01,74,2409,2260,2014/06/12,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/075/GCF_000705075.1_SE1457,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/075/GCA_000705075.1_SE1457
"Staphylococcus epidermidis","C10C",19993,SAMN02996614 ,PRJNA246628,"Terrabacteria group","Firmicutes",GCA_000763625.1 ,2.54012,31.8,-,JQHC01,63,2550,2414,2014/10/06,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/625/GCF_000763625.1_ASM76362v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/625/GCA_000763625.1_ASM76362v1
"Staphylococcus epidermidis","FDAARGOS_83",19993,SAMN02934537 ,PRJNA231221,"Terrabacteria group","Firmicutes",GCA_000783535.2 ,2.5797,32.1,-,JTAY02,3,2575,2410,2014/11/14,2018/01/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/783/535/GCF_000783535.2_ASM78353v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/535/GCA_000783535.2_ASM78353v2
"Staphylococcus epidermidis","NGS-ED-1107",19993,SAMN03396260 ,PRJNA255947,"Terrabacteria group","Firmicutes",GCA_000966705.1 ,2.6899,31.9,-,JZUK01,53,2742,2555,2015/03/31,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/705/GCF_000966705.1_ASM96670v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/705/GCA_000966705.1_ASM96670v1
"Staphylococcus epidermidis","NGS-ED-1109",19993,SAMN03396204 ,PRJNA255947,"Terrabacteria group","Firmicutes",GCA_000966715.1 ,2.58352,31.8,-,JZUL01,51,2558,2376,2015/03/31,2017/03/25,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/715/GCF_000966715.1_ASM96671v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/715/GCA_000966715.1_ASM96671v1
"Staphylococcus epidermidis","NGS-ED-1111",19993,SAMN03396287 ,PRJNA255947,"Terrabacteria group","Firmicutes",GCA_000966755.1 ,2.71159,32,-,JZUN01,44,2776,2579,2015/03/31,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/755/GCF_000966755.1_ASM96675v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/755/GCA_000966755.1_ASM96675v1
"Staphylococcus epidermidis","NGS-ED-1117",19993,SAMN03396288 ,PRJNA255947,"Terrabacteria group","Firmicutes",GCA_000966765.1 ,2.62133,31.9,-,JZUO01,48,2643,2465,2015/03/31,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/765/GCF_000966765.1_ASM96676v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/765/GCA_000966765.1_ASM96676v1
"Staphylococcus epidermidis","NGS-ED-1118",19993,SAMN03396289 ,PRJNA255947,"Terrabacteria group","Firmicutes",GCA_000966775.1 ,2.62105,31.9,-,JZUP01,48,2646,2459,2015/03/31,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/775/GCF_000966775.1_ASM96677v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/775/GCA_000966775.1_ASM96677v1
"Staphylococcus epidermidis","NGS-ED-1110",19993,SAMN03396286 ,PRJNA255947,"Terrabacteria group","Firmicutes",GCA_000966815.1 ,2.66499,31.9,-,JZUM01,45,2704,2523,2015/03/31,2017/03/25,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/815/GCF_000966815.1_ASM96681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/815/GCA_000966815.1_ASM96681v1
"Staphylococcus epidermidis","100_SEPI",19993,SAMN03196961 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001061715.1 ,2.70216,31.8,-,JWGV01,122,2680,2591,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/061/715/GCF_001061715.1_ASM106171v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/061/715/GCA_001061715.1_ASM106171v1
"Staphylococcus epidermidis","721_SAUR",19993,SAMN03197926 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001066085.1 ,2.47357,31.8,-,JUVS01,139,2409,2321,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/066/085/GCF_001066085.1_ASM106608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/066/085/GCA_001066085.1_ASM106608v1
"Staphylococcus epidermidis","101_SEPI",19993,SAMN03196971 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001068455.1 ,2.61256,31.8,-,JWGL01,143,2573,2467,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/455/GCF_001068455.1_ASM106845v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/455/GCA_001068455.1_ASM106845v1
"Staphylococcus epidermidis","1026_SEPI",19993,SAMN03196990 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001068505.1 ,2.54947,31.8,-,JWFS01,143,2487,2403,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/505/GCF_001068505.1_ASM106850v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/505/GCA_001068505.1_ASM106850v1
"Staphylococcus epidermidis","1204_SEPI",19993,SAMN03197166 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001068785.1 ,2.49112,32,-,JVYY01,145,2458,2374,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/785/GCF_001068785.1_ASM106878v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/785/GCA_001068785.1_ASM106878v1
"Staphylococcus epidermidis","1249_SEPI",19993,SAMN03197215 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001068895.1 ,2.51861,32,-,JVXB01,123,2481,2392,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/895/GCF_001068895.1_ASM106889v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/895/GCA_001068895.1_ASM106889v1
"Staphylococcus epidermidis","1295_SEPI",19993,SAMN03197267 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001069515.1 ,2.62108,31.9,-,JVVB01,113,2586,2467,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/515/GCF_001069515.1_ASM106951v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/515/GCA_001069515.1_ASM106951v1
"Staphylococcus epidermidis","1296_SEPI",19993,SAMN03197268 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001069525.1 ,2.42812,32,-,JVVA01,111,2357,2262,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/525/GCF_001069525.1_ASM106952v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/525/GCA_001069525.1_ASM106952v1
"Staphylococcus epidermidis","1024_SEPI",19993,SAMN03196988 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001069955.1 ,2.51276,31.8,-,JWFU01,140,2470,2386,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/955/GCF_001069955.1_ASM106995v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/955/GCA_001069955.1_ASM106995v1
"Staphylococcus epidermidis","1028_SEPI",19993,SAMN03196992 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001069965.1 ,2.48753,32,-,JWFQ01,143,2453,2369,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/965/GCF_001069965.1_ASM106996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/965/GCA_001069965.1_ASM106996v1
"Staphylococcus epidermidis","1029_SEPI",19993,SAMN03196993 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001069995.1 ,2.47905,32.2,-,JWFP01,172,2375,2281,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/995/GCF_001069995.1_ASM106999v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/995/GCA_001069995.1_ASM106999v1
"Staphylococcus epidermidis","1032_SEPI",19993,SAMN03196997 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070015.1 ,2.53602,33,-,JWFL01,390,2389,2292,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/015/GCF_001070015.1_ASM107001v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/015/GCA_001070015.1_ASM107001v1
"Staphylococcus epidermidis","1063_SEPI",19993,SAMN03197027 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070075.1 ,2.57465,31.9,-,JWEH01,131,2556,2463,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/075/GCF_001070075.1_ASM107007v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/075/GCA_001070075.1_ASM107007v1
"Staphylococcus epidermidis","1097_SEPI",19993,SAMN03197059 ,PRJNA267549,"Terrabacteria group","Firmicutes",GCA_001070155.1 ,2.44023,32,-,JWDB01,127,2369,2283,2015/07/10,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/155/GCF_001070155.1_ASM107015v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/155/GCA_001070155.1_ASM107015v1
